date,datatype,value
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.3
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.5
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.3
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,SNWD,0.0
2022-08-01T00:00:00,TMAX,40.0
2022-08-01T00:00:00,TMIN,26.1
2022-08-01T00:00:00,TOBS,33.3
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,SNWD,0.0
2022-08-01T00:00:00,TMAX,38.3
2022-08-01T00:00:00,TMIN,25.6
2022-08-01T00:00:00,TOBS,37.8
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,SNWD,0.0
2022-08-01T00:00:00,TMAX,39.4
2022-08-01T00:00:00,TMIN,26.7
2022-08-01T00:00:00,TOBS,38.3
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,SNWD,0.0
2022-08-01T00:00:00,TMAX,36.7
2022-08-01T00:00:00,TMIN,27.8
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,SNWD,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,SNWD,0.0
2022-08-01T00:00:00,TMAX,35.0
2022-08-01T00:00:00,TMIN,24.4
2022-08-01T00:00:00,TOBS,34.4
2022-08-01T00:00:00,EVAP,12.2
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,SNWD,0.0
2022-08-01T00:00:00,TMAX,40.0
2022-08-01T00:00:00,TMIN,25.0
2022-08-01T00:00:00,TOBS,38.3
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,SNWD,0.0
2022-08-01T00:00:00,TMAX,39.4
2022-08-01T00:00:00,TMIN,27.8
2022-08-01T00:00:00,AWND,2.7
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,TMAX,38.3
2022-08-01T00:00:00,TMIN,28.3
2022-08-01T00:00:00,WDF2,250.0
2022-08-01T00:00:00,WDF5,250.0
2022-08-01T00:00:00,WSF2,6.3
2022-08-01T00:00:00,WSF5,9.4
2022-08-01T00:00:00,AWND,2.4
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,TMAX,38.9
2022-08-01T00:00:00,TMIN,28.3
2022-08-01T00:00:00,WDF2,270.0
2022-08-01T00:00:00,WDF5,260.0
2022-08-01T00:00:00,WSF2,5.8
2022-08-01T00:00:00,WSF5,8.9
2022-08-01T00:00:00,AWND,1.9
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,TMAX,38.9
2022-08-01T00:00:00,TMIN,28.3
2022-08-01T00:00:00,WDF2,240.0
2022-08-01T00:00:00,WDF5,240.0
2022-08-01T00:00:00,WSF2,5.4
2022-08-01T00:00:00,WSF5,7.6
2022-08-01T00:00:00,ADPT,183.0
2022-08-01T00:00:00,ASLP,10108.0
2022-08-01T00:00:00,ASTP,9726.0
2022-08-01T00:00:00,AWBT,233.0
2022-08-01T00:00:00,AWND,3.3
2022-08-01T00:00:00,PRCP,0.0
2022-08-01T00:00:00,RHAV,40.0
2022-08-01T00:00:00,RHMN,27.0
2022-08-01T00:00:00,RHMX,53.0
2022-08-01T00:00:00,SNOW,0.0
2022-08-01T00:00:00,SNWD,0.0
2022-08-01T00:00:00,TAVG,33.1
2022-08-01T00:00:00,TMAX,40.6
2022-08-01T00:00:00,TMIN,29.4
2022-08-01T00:00:00,WDF2,280.0
2022-08-01T00:00:00,WDF5,270.0
2022-08-01T00:00:00,WSF2,7.6
2022-08-01T00:00:00,WSF5,12.1
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,DAPR,4.0
2022-08-02T00:00:00,MDPR,21.6
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,SNWD,0.0
2022-08-02T00:00:00,TMAX,42.2
2022-08-02T00:00:00,TMIN,27.8
2022-08-02T00:00:00,TOBS,34.4
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,SNWD,0.0
2022-08-02T00:00:00,TMAX,39.4
2022-08-02T00:00:00,TMIN,28.3
2022-08-02T00:00:00,TOBS,38.9
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,SNWD,0.0
2022-08-02T00:00:00,TMAX,41.1
2022-08-02T00:00:00,TMIN,27.8
2022-08-02T00:00:00,TOBS,38.9
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,SNWD,0.0
2022-08-02T00:00:00,TMAX,38.3
2022-08-02T00:00:00,TMIN,28.3
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,SNWD,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,SNWD,0.0
2022-08-02T00:00:00,TMAX,37.2
2022-08-02T00:00:00,TMIN,26.1
2022-08-02T00:00:00,TOBS,35.0
2022-08-02T00:00:00,EVAP,15.5
2022-08-02T00:00:00,PRCP,0.3
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,SNWD,0.0
2022-08-02T00:00:00,TMAX,41.1
2022-08-02T00:00:00,TMIN,23.3
2022-08-02T00:00:00,TOBS,38.3
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,SNWD,0.0
2022-08-02T00:00:00,TMAX,41.1
2022-08-02T00:00:00,TMIN,29.4
2022-08-02T00:00:00,AWND,3.4
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,TMAX,40.0
2022-08-02T00:00:00,TMIN,29.4
2022-08-02T00:00:00,WDF2,270.0
2022-08-02T00:00:00,WDF5,250.0
2022-08-02T00:00:00,WSF2,7.2
2022-08-02T00:00:00,WSF5,11.6
2022-08-02T00:00:00,AWND,2.6
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,TMAX,40.6
2022-08-02T00:00:00,TMIN,30.6
2022-08-02T00:00:00,WDF2,290.0
2022-08-02T00:00:00,WDF5,260.0
2022-08-02T00:00:00,WSF2,6.3
2022-08-02T00:00:00,WSF5,8.9
2022-08-02T00:00:00,AWND,1.9
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,TMAX,40.6
2022-08-02T00:00:00,TMIN,30.0
2022-08-02T00:00:00,WDF2,260.0
2022-08-02T00:00:00,WDF5,260.0
2022-08-02T00:00:00,WSF2,6.7
2022-08-02T00:00:00,WSF5,9.8
2022-08-02T00:00:00,ADPT,167.0
2022-08-02T00:00:00,ASLP,10088.0
2022-08-02T00:00:00,ASTP,9709.0
2022-08-02T00:00:00,AWBT,233.0
2022-08-02T00:00:00,AWND,3.7
2022-08-02T00:00:00,PRCP,0.0
2022-08-02T00:00:00,RHAV,32.0
2022-08-02T00:00:00,RHMN,23.0
2022-08-02T00:00:00,RHMX,44.0
2022-08-02T00:00:00,SNOW,0.0
2022-08-02T00:00:00,SNWD,0.0
2022-08-02T00:00:00,TAVG,36.2
2022-08-02T00:00:00,TMAX,41.7
2022-08-02T00:00:00,TMIN,31.7
2022-08-02T00:00:00,WDF2,290.0
2022-08-02T00:00:00,WDF5,280.0
2022-08-02T00:00:00,WSF2,8.1
2022-08-02T00:00:00,WSF5,11.6
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,DAPR,45.0
2022-08-03T00:00:00,MDPR,40.1
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
2022-08-03T00:00:00,PRCP,0.0
2022-08-03T00:00:00,SNOW,0.0
